town,website,first_name,practises,name,phone2,recommendation_number,phone1,recommendation_percentage,county,url,year_established,stars,postal_code,people1,people2,people3,number_of_stars,size
,,,"Bankruptcy,Chapter 7,Chapter 13,Consumer Bankruptcy,Foreclosures,Debtor and Creditor,Collections",Jacoby & Meyers Bankruptcy Law,,,,,,https://www.martindale.com/utica/new-york/jacoby-and-meyers-bankruptcy-law-158076087-f/,,4.5,,,,,[23],
,,,"Commercial Litigation,General Civil Trial Practice,Plaintiff'S Negligence Claims,State Government Law,Federal Practice,Trial Practice,Appellate Practice,Municipal  Litigation,Personal Injury,Construction Law,Products Liability,Wrongful Death,Labor Law,Medical Law,Professional Malpractice,Accidents,Insurance","Michaels & Smolak, P.C.",,,,,,https://www.martindale.com/liverpool/new-york/michaels-and-smolak-p-c-158362523-f/,,4.7,,,,,[9],
,,,"Bankruptcy,Chapter 7,Chapter 13,Consumer Bankruptcy,Foreclosures,Debtor and Creditor,Collections",Jacoby & Meyers Bankruptcy Law,,,,,,https://www.martindale.com/brooklyn/new-york/jacoby-and-meyers-bankruptcy-law-158676723-f/,,4.5,,,,,[23],
,,,"Bankruptcy & Chapter 11 Restructuring,Corporate & Business Services,Employment & Labor,Entrepreneurial & Start Up Services,Franchise & Distribution,Government,Insurance & Risk Management,Intellectual Property,Litigation & Dispute Resolution,Real Estate,Regulatory Law & Compliance,Securities,Tax,Technology","Culhane Meadows, PLLC",,,,,,https://www.martindale.com/new-york/new-york/culhane-meadows-pllc-158675025-f/,,4.9,,,,,[192],
,,,"Anti-Monopoly/Competition Law,Banking and Finance,Bankruptcy and Restructuring,Capital Markets,Dispute Resolution,Energy and Natural Resources,FDI/Cross Border M&A,Hospitality,Intellectual Property,International Trade,Labor and Employment,Maritime and Admiralty,Media and Entertainment,Mergers and Acquisitions,Overseas Investment,Private Equity and Venture Capital,Project Finance and Infrastructure,Real Estate,Structured Finance and Securitization,Technology, Media and Telecommunications,Taxation",Zhong Lun Law Firm,,,,,,https://www.martindale.com/new-york/new-york/zhong-lun-law-firm-158525119-f/,,,,,,,,
,,,"Divorce,Criminal Defense,Commercial Litigation,Debt Collection,Immigration Law,Landlord and Tenant Law,Legal Malpractice,Unemployment",Henry Lung,,,,,,https://www.martindale.com/bedford-hills/new-york/henry-lung-158558319-f/,,4.7,,,,,[31],
,,,"Immigration,Criminal Defense",Musa-Obregon & Associates,,,,,,https://www.martindale.com/new-york/new-york/musa-obregon-and-associates-158510155-f/,,,,,,,,
,,,Investor Protection Litigation,Stewarts Law,,,,,,https://www.martindale.com/new-york/new-york/stewarts-law-158089435-f/,,,,,,,,
,,,"Business Law,Corporate Law,Real Estate,Litigation,Trusts & Estate,Wills,Leases and Leasing,White Collar Crime,Criminal,Commercial Real Estate,Commercial Law,Products Liability,Appellate Practice,Partnership Law,Alternative Dispute Resolution,Patents,Probate,Municipal Law,Equipment Finance and Leasing,Civil Practice,Contracts,Copyright,Torts,Trademarks","BaintonLynch, LLP",,,,,,https://www.martindale.com/east-hampton/new-york/baintonlynch-llp-158503241-f/,,5.0,,,,,[2],
,,,"Amputation,ATV Accident,Auto Accident,Airplane Crash,Boat Accident,Bike Accident,Bicycle Accident,Birth Injury,Brain Injury,Broken Bone,Back Injury,Blindness,Burn Victim,Car Accident,Crane Injury,Construction Accident,Dog Bite,Deafness,Defective Product,Hearing Loss,Head Injury,Lead Paint Injury,Loss of Sight,Medical Malpractice,Motorcycle Accident,Paraplegia,Paralysis,Paralyzed Injury,Product Liability,Premises Liability,Quadriplegia,Scaffolding Accident,SUV Accident,Slip & Fall,Spinal Injury,Spinal Cord Injury,Subway Accident,Train Accident,Trip and Fall,Truck Accident,Workers' Compensation,Wrongful Death",Law Offices of Stephen Bilkis & Associates,,,,,,https://www.martindale.com/new-york/new-york/law-offices-of-stephen-bilkis-and-associates-158438779-f/,,,,,,,,
,http://www.seniorlaw.com,David,"Elder Law,Estate Administration,Estate Litigation,Trusts & Estates,Wills & Probate,Guardianship,Medicare and Medicaid,Health Law,Tax Law,Real Estate",Goldfarb Abrandt Salzman & Kutzin LLP,,,914-397-0900,,,https://www.martindale.com/white-plains/new-york/goldfarb-abrandt-newline-salzman-and-kutzin-llp-158552127-f/,,5.0,,David Goldfarb|Member,Jeffrey G. Abrandt|Member,Ira Salzman|Member,[5],[7]
,,,,Miller & Miller LLP,,,,,,https://www.martindale.com/flushing/new-york/miller-and-miller-llp-158024043-f/,,5.0,,,,,[1],
,,,"Family Law,Matrimonial Law,Divorce,Child Custody,Child Support,Mediation,Matrimonial & Business Litigation",Sunshine Isaacson & Hecht LLP,,,,,,https://www.martindale.com/new-york/new-york/sunshine-isaacson-and-hecht-llp-158565119-f/,,5.0,,,,,[1],
,,,"Personal Injury,Automobile Accidents And Injuries,Slip And Fall,Construction Site Accidents,Medical Malpractice,Wrongful Death,Products Liability,Wills,Trusts & Estates,General Practice,Real Estate,Business,Transactional Law.",Law Offices of Richard M. Levy P.C.,,,,,,https://www.martindale.com/queens-village/new-york/law-offices-of-richard-m-levy-p-c-157965977-f/,,,,,,,,
,,,Litigation,"BP Law Group, LLP",,,,,,https://www.martindale.com/new-york/new-york/bp-law-group-llp-158158333-f/,,,,,,,,
,,,,"Berger Harris, LLP",,,,,,https://www.martindale.com/new-york/new-york/berger-harris-llp-158488643-f/,,4.3,,,,,[10],
,,,"Amputation,ATV Accident,Auto Accident,Airplane Crash,Boat Accident,Bike Accident,Bicycle Accident,Birth Injury,Brain Injury,Broken Bone,Back Injury,Blindness,Burn Victim,Car Accident,Crane Injury,Construction Accident,Dog Bite,Deafness,Defective Product,Hearing Loss,Head Injury,Lead Paint Injury,Loss of Sight,Medical Malpractice,Motorcycle Accident,Paraplegia,Paralysis,Paralyzed Injury,Product Liability,Premises Liability,Quadriplegia,Scaffolding Accident,SUV Accident,Slip & Fall,Spinal Injury,Spinal Cord Injury,Subway Accident,Train Accident,Trip and Fall,Truck Accident,Workers' Compensation,Wrongful Death",Law Offices of Stephen Bilkis & Associates,,,,,,https://www.martindale.com/baldwin/new-york/law-offices-of-stephen-bilkis-and-associates-158438829-f/,,,,,,,,
,,,"Trusts And Estates,Wills,Probate,Aged And Aging,Elder Law,Medicare And Medicaid,Guardianship,Taxation,Business Law,Commercial Real Estate,Real Estate,Litigation","Connors & Sullivan Attorneys-At-Law, PLLC",,,,,,https://www.martindale.com/staten-island/new-york/connors-and-sullivan-attorneys-at-law-pllc-158436535-f/,,4.8,,,,,[3],
,,,"General Practice,Foreclosure Defense,Litigation,Criminal Defense,Estate Planning,Bankruptcy Law,Business/Corporate Law,Child Support Law,Criminal Law,Divorce Law,Family Law,General Litigation,Real Estate Law,Traffic Law,DUI/DWI,Trusts and Estates Law","John M. Schwarz, Attorney at Law",,,,,,https://www.martindale.com/tarrytown/new-york/john-m-schwarz-attorney-at-law-158343359-f/,,,,,,,,
,,,,"Lipsky Portales, P.A.",,,,,,https://www.martindale.com/new-york/new-york/lipsky-portales-p-a-158389819-f/,,4.8,,,,,[21],
,,,"Alphabetical Practice Listing,Bankruptcy, Financial Restructuring and Risk Management,Bankruptcy Litigation,Bankruptcy Related Transactions and Acquisitions,Creditor Representation,Debtor Representation,Risk Management,Trustee Representation,Business and Corporate Law,Business Formation,Business Separation,Choosing a Business Name,Contracts,Corporate Governance,Crowd funding,Liability of Officers and Directors,Mergers and Acquisitions,Securities and Corporate Finance,Shareholder and Partnership Agreements,Construction Law,Alternative Dispute Resolution: Construction Law,Bid Protests and Bid Withdrawals,Construction Litigation,Contract Formation and Negotiations,Delay, Disruption & Scope Claims,Government Contracts,Surety ship,Employee Benefits and Executive Compensation,Cafeteria Plans and Other Welfare Benefit Programs,Design and Implementation of Qualified Retirement Plans,Employee Stock Ownership Plans ESOPs,ERISA Litigation,Executive Compensation: Employee Benefits and Executive Compensation,Owner-Friendly 401(k) Plans,Plan Qualification, IRS Audits and Other Compliance Issues,Stock Options, Phantom Stock and Other Deferred Compensation Plans,Environmental Law,Environmental Litigation: Environmental Law,Land Use and Redevelopment,Permitting and Compliance,Transactions,Family Law,Adoption and Family Formation,Child Support,Custody,Divorce,Equitable Distribution - Property Distribution,Mediation and Arbitration - Alternative Dispute Resolution,Parenting Time Visitation,Prenuptial Agreements,Same Sex Relationships - LGBT,Spousal Support - Alimony,Government Relations and Regulatory Law,Government Contracting,Legislative and Executive Decision Making,Statutory and Regulatory Counseling,Healthcare,Admitting and Terminating Partners,Ambulatory Surgical Centers and Ambulatory Care Facilities,Buying and Leasing Real Estate: Healthcare,Fraud and Abuse, Anti-Kickback Statute, Start I & II and Other Regulations,Healthcare Contracts,Healthcare Employer-Employee Agreements,Healthcare Estate Planning,Healthcare Litigation and Dispute Resolution,Healthcare Roll-Up Companies,HIPAA Privacy and Security,Internet-Based Healthcare Businesses,Licensing Board Representation,Lobbying: Healthcare,Management Companies: Healthcare,Medical Intellectual Property and Technology,Multidisciplinary Practices: Healthcare,Ownership Agreements,Sales, Mergers and Acquisitions,Starting a Practice or Business,Insurance Coverage Counseling and Litigation for Policyholders,Intellectual Property,Copyrights,Intellectual Property Litigation,IP Portfolio Strategy,Patents,Trade Secrets,Trademarks, Trade Names and Service Marks,Internet Disputes,Domain Law and Domain Disputes,Internet Defamation and Speech,Online Copyright Infringement,Online Trademark Infringement, False Advertising and Unfair Competition,""Fake"" Profiles on Social Media Websites such as Twitter, Facebook and LinkedIn,Labor and Employment,Employee Benefits: Labor and Employment,Employer-Employee Relations,Employment Discrimination: Advice and Litigation,Executive Compensation: Labor and Employment,Labor Relations,Non-Competition and Related Obligations,Wage & Hour and Compensation Law,Wrongful Discharge, Retaliation and Breach of Employment Contract Litigation,Litigation,Contract Enforcement,Alternative Dispute Resolution: Litigationa,Appellate Representation,Administration of Estates and Trusts,Alternative and Renewable Energy,Business Formation: Taxation,Commercial and Residential Real Estate Leases,Condemnation,Condominium and Rental Multifamily Projects,Defending Collection Actions,Entering or Leaving a Business,Environmental Issues,Financing,Guardianships and Conservatorships,Injunctive Relief,Insurance Coverage Litigation,Integrated Income Tax, Real Estate Tax and Business Planning",Flaster/Greenberg P.C.,,,,,,https://www.martindale.com/new-york/new-york/flaster-greenberg-p-c-158338043-f/,,4.9,,,,,[3],
,,,"Appellate Practice,Antitrust,Insurance Coverage","Boutin & Altieri, P.L.L.C.",,,,,,https://www.martindale.com/carmel/new-york/boutin-and-altieri-p-l-l-c-157646918-f/,,4.5,,,,,[8],
,,,"Business Litigation,Civil Appeals,Commercial Law and Collections,Construction Law,General Insurance Defense,General Practice,Insurance,Labor and Employment,Matrimonial Law,Municipal Civil Rights Litigation,Personal Injury,Products Liability,Real Estate Law and Closings,Sports Injury Litigation,Tax Assessment Challenges - Tax Certiorari","Lynch, Schwab & Gasparini, PLLC",,,,,,https://www.martindale.com/brewster/new-york/lynch-schwab-pllc-157908497-f/,,4.6,,,,,[27],
,,,"Personal Injury,Matrimonial,Real Estate,Wills, Trusts & Estates","Law Office of Nicholas A. Pellegrini, LLP",,,,,,https://www.martindale.com/elmhurst/new-york/law-office-of-nicholas-a-pellegrini-llp-157865597-f/,,5.0,,,,,[1],
,,,"Criminal Law Defense,DUI/DWI,Post Conviction Motions,Criminal Law,Assault and Battery,Burglary,Capital Offenses,Civil Forfeiture,Crime Victims Compensation,Criminal Antitrust,Criminal Appeals,Criminal Conspiracy,Criminal Defense,Criminal Forfeiture,Criminal Fraud,Criminal Investigation,Criminal Prosecution,Death Penalty,Drivers License Suspension,Driving While Intoxicated,Electronic Surveillance,Expungements,Extortion,Extradition,Federal Criminal Law,Felonies,Forensic Accounting,Forensic DNA,Forensic Medicine,Forensic Science,Forgery,Grand Jury Practice,Habeas Corpus,Hit and Run,Homicide,International Criminal Law,International Extradition,Mail Fraud,Malicious Prosecution,Manslaughter,Misdemeanors,Money Laundering,Murder,Parole and Probation,Post-Conviction Remedies,Search and Seizure,Sex Crimes,Sexual Assault,Stalking,Shoplifting,Theft,Traffic Violations,Vehicular Homicide,Victims Rights,Weapons Charges,Wire Fraud,Wiretapping,Banks and Banking,Business Law,Real Estate","Marvin and Marvin, PLLC",,,,,,https://www.martindale.com/pawling/new-york/marvin-and-marvin-pllc-158367751-f/,,4.4,,,,,[1],
,,,"Maritime PI,Aviation Litigation,Construction Accidents,Construction Labor Law,Medical Malpractice,Birth Trauma,Cosmetic Surgery Malpractice,Dental Malpractice,Failure To Diagnose,Gynecology Malpractice,Medical Negligence,Medication Errors,Nursing Malpractice,Nursing Negligence,Obstetric Malpractice,Optometric Malpractice,Pediatric Malpractice,Pharmacists Liability,Podiatric Malpractice,Wrong Site Surgery,Personal Injury,Accidents,Animal Attacks,Aquatic Injuries,Automobile Accidents And Injuries,Automobile Negligence,Bicycle Accidents,Boating Accidents,Bodily Injury,Brain Injury,Carpal Tunnel Syndrome,Catastrophic Injury,Commercial Vehicle Liability,Dog Bites,Electrical Injury,Head Injury,Motorcycle Accidents,Neuro Law,Pedestrian Injuries,Plaintiffs Personal Injury,School Bus Accidents,Severe Burns,Sexual Abuse,Spinal Injury,Subway Accidents,Third Party Wrongful Death,TMJ Dysfunction; Whiplash,Wrongful Death,Products Liability,Airbag Injury,All Terrain Vehicle Products Liability,Automotive Products Liability,Bicycle Products Liability,Diet Drug Litigation,Drug And Medical Device Litigation,Elevator Liability,Food Products Liability,Gas Explosions,Heart Device Litigation,Heavy Equipment Products Liability,Industrial Products Liability,Manufacturers Liability,Product Defects,Product Failure,Product Recall,Recreational Products Liability,Recreational Vehicle Products Liability,Seat Belt Injury,Tire Defect Litigation,Vaccine Injury,Vehicle Rollovers,Welding Products Liability,Federal Employers Liability Act,FELA,Railroad Accidents And Injuries,Toxic Torts,Asbestos Litigation,Carbon Monoxide Poisoning,Chemical Exposure,Lead Poisoning,Mold Litigation,Occupational Cancer,Toxic Exposure,Toxic Tort Class Actions",Alexander & Catalano,,,,,,https://www.martindale.com/buffalo/new-york/alexander-and-catalano-158425355-f/,,4.4,,,,,[1],
,http://www.hhk.com,Stuart,"General Civil Practice,Agencies,Both Trial,Appellate Practice,Corporate Law,Real Estate,Banking Law,Probate,Labor And Employment,Tax Law,Insurance,Negligence,Municipal Bonds,Condemnation,Utility Law","Hinman, Howard & Kattell, LLP",,,646-863-8510,,,https://www.martindale.com/new-york/new-york/hinman-howard-and-kattell-llp-158343323-f/,,4.5,,Stuart Sugarman|Special Counsel,,,[343],[1]
,,,"Bankruptcy,Commercial Transactions & Consumer Law,Commercial Litigation and Appeals,Immigration,Real Estate","Law Offices of Jae Y. Kim, LLC",,,,,,https://www.martindale.com/new-york/new-york/law-offices-of-jae-y-kim-llc-157889349-f/,,4.5,,,,,[10],
